State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,2005,155970.4,4570
Arkansas,1987,"",2342
Arkansas,2014,117336.7,2967
Connecticut,1994,"",3316
Georgia,1999,288994.3,8046
Illinois,2004,558748.4,12590
Maine,1984,"",1156
Maine,1998,32166.6,1259
Mississippi,1993,"",2655
Montana,1995,"",877
Nevada,2010,123598.1,2702
New Hampshire,1986,"",1025
North Carolina,1979,"",5823
Vermont,1968,"",430
Washington,1971,"",3448
West Virginia,2000,42606.9,1807
