State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,1989,"",2346
California,1962,"",17072
California,2014,2395162.3,38597
District of Columbia,1974,"",718
Florida,1977,"",8856
Illinois,1964,"",10580
Louisiana,1988,"",4289
Mississippi,1960,"",2182
Mississippi,1974,"",2378
Montana,2005,30529.7,940
New Hampshire,2015,76033.3,1336
New York,1988,"",17941
South Dakota,1987,"",696
South Dakota,1999,21050.8,750
West Virginia,1995,"",1824
