State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Delaware,1962,"",469
Delaware,1981,"",596
District of Columbia,1996,"",572
District of Columbia,2016,129826.1,686
Florida,2010,737791.1,18846
Massachusetts,1969,"",5650
Massachusetts,1976,"",5744
Mississippi,1988,"",2580
New Jersey,2008,495121.8,8711
North Carolina,1993,"",7043
North Dakota,2000,17976.1,642
Oregon,1974,"",2285
Oregon,2003,127211.6,3547
Texas,1975,"",12569
United States,1973,"",211909
