State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Delaware,2016,69549.7,949
Florida,1980,"",9840
Georgia,1988,"",6316
Iowa,1973,"",2864
Iowa,2010,141482,3051
Kentucky,1978,"",3610
Maine,1964,"",993
Maine,2006,47921.1,1324
Nebraska,1972,"",1519
New York,1963,"",17461
Ohio,2015,610772.3,11618
Oregon,1975,"",2330
Rhode Island,2008,47107.8,1055
United States,1970,"",205052
Utah,2009,113332.9,2723
Wyoming,1971,"",340
Wyoming,1993,"",473
