State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Missouri,1998,169368.7,5522
Nebraska,2010,91812.8,1830
New Hampshire,2003,51378.4,1280
North Carolina,2016,519122.1,10155
Ohio,1977,"",10771
Oklahoma,1960,"",2336
Oklahoma,1995,"",3308
Pennsylvania,1976,"",11897
Utah,1982,"",1558
West Virginia,1991,"",1799
Wyoming,1964,"",339
