State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1981,"",418
Connecticut,1972,"",3069
Illinois,1983,"",11409
Indiana,1988,"",5492
Missouri,2006,231771.5,5843
Missouri,2012,268761.5,6024
Oklahoma,1996,"",3340
Oregon,1989,"",2791
United States,1977,"",220239
Vermont,1982,"",519
Wisconsin,1983,"",4721
