State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Colorado,2004,203980.2,4575
Hawaii,1985,"",1040
Kansas,1980,"",2369
New Jersey,1997,307895.7,8219
New York,1981,"",17568
Rhode Island,2007,47845.6,1057
South Carolina,2010,163856.8,4636
South Dakota,2015,47752.3,854
Tennessee,2017,345949.8,6709
United States,1966,"",196560
Washington,2008,355677.8,6562
West Virginia,1983,"",1945
