State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
California,1961,"",16497
California,1963,"",17668
Connecticut,1993,"",3309
District of Columbia,1971,"",750
Florida,2003,583725.7,17004
Georgia,2011,429574,9802
Illinois,2006,621859.9,12644
Kansas,1993,"",2557
Kentucky,2018,208087.5,4461
Louisiana,1967,"",3581
Nebraska,2016,116193.8,1906
New Mexico,1971,"",1054
New York,2001,877149.3,19083
Texas,1965,"",10378
Wisconsin,2008,244759.9,5641
