State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arizona,2006,248230.7,6029
Florida,1989,"",12638
Illinois,1970,"",11128
Illinois,1999,459322.1,12359
Louisiana,2016,227226.7,4678
Maine,2011,51866.7,1328
Maine,2017,62040.3,1335
Massachusetts,1992,"",6029
Minnesota,1976,"",3965
New Hampshire,1983,"",958
New Mexico,1990,"",1522
Rhode Island,1962,"",871
South Carolina,1994,"",3705
Virginia,2002,293275.9,7287
Virginia,2007,392917.3,7751
Wisconsin,2002,194813.1,5445
