State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Florida,1965,"",5954
Hawaii,2004,53761.8,1274
Kentucky,1972,"",3336
Kentucky,2007,154531.7,4257
Maryland,2006,279468.3,5627
Mississippi,1985,"",2588
Nevada,1969,"",480
New Jersey,1980,"",7376
North Dakota,1990,"",638
Pennsylvania,1995,"",12198
Rhode Island,1975,"",943
Texas,1992,"",17760
Vermont,1970,"",446
Virginia,1972,"",4824
Washington,2005,296100.7,6257
