State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1978,"",405
California,2017,2819110.7,39358
Georgia,2008,412911.9,9505
Georgia,2010,416883.8,9712
Idaho,1994,"",1145
Mississippi,2007,91057.6,2928
North Carolina,1992,"",6897
Oregon,1978,"",2518
Washington,2016,491358.2,7295
