State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,2017,51803.1,740
California,1999,1247093,33499
Connecticut,2016,263696.4,3578
Florida,1973,"",7914
Florida,1984,"",11040
Iowa,1961,"",2756
Maine,2012,52874,1328
Massachusetts,1973,"",5781
Massachusetts,1974,"",5774
Minnesota,1970,"",3815
Montana,1960,"",679
Ohio,1965,"",10201
Ohio,1989,"",10829
Oklahoma,2009,145736.4,3718
Texas,1960,"",9624
