State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,1971,"",1972
California,1972,"",20585
Colorado,2001,187571.9,4426
Indiana,1968,"",5093
Maine,1967,"",1004
Michigan,1997,299843.2,9809
New Mexico,2004,69740.7,1904
New York,1982,"",17590
Oklahoma,1990,"",3149
Rhode Island,2001,35992.1,1057
Texas,2009,1163401.3,24802
Virginia,1979,"",5308
