State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1991,"",570
Colorado,1986,"",3237
Delaware,1967,"",525
Maryland,2000,192106.3,5311
Missouri,1981,"",4932
North Dakota,1967,"",626
North Dakota,2009,32002.5,665
South Dakota,2010,37484.4,816
United States,1993,"",259919
Utah,1989,"",1706
