State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1980,"",405
Florida,1981,"",10193
Massachusetts,1986,"",5903
Michigan,2000,351572.7,9952
Minnesota,1960,"",3425
Minnesota,1989,"",4338
Minnesota,2004,230282,5088
Missouri,1974,"",4796
Montana,2002,23880.5,912
Pennsylvania,1967,"",11681
Tennessee,1998,167308.4,5570
Virginia,1984,"",5644
Wisconsin,2014,293884.6,5752
Wyoming,2007,36602.5,535
