State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,2008,172686.8,4718
Florida,1992,"",13651
Illinois,1987,"",11391
Louisiana,1993,"",4316
Maine,1989,"",1220
Nebraska,1965,"",1471
New Mexico,2012,87601.6,2087
Ohio,1973,"",10767
Ohio,2007,490965,11500
Tennessee,1993,"",5138
Texas,1991,"",17398
Texas,2012,1411378.7,26084
Virginia,2014,463477.6,8311
West Virginia,1967,"",1769
West Virginia,2015,70281,1842
