State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1967,"",278
Florida,2011,746787.5,19093
Indiana,1962,"",4736
Louisiana,2002,139537.9,4497
Maryland,1962,"",3263
Michigan,1972,"",9029
Nebraska,1992,"",1612
New Hampshire,1980,"",924
New Mexico,2006,77426.1,1962
North Carolina,1985,"",6254
North Dakota,2002,20209,638
North Dakota,2011,41179.2,685
Oklahoma,1980,"",3041
Texas,1972,"",11759
Vermont,1977,"",492
Vermont,1981,"",516
