State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Delaware,1972,"",573
Delaware,1994,"",718
Hawaii,2008,66864.7,1332
Iowa,1975,"",2881
New Hampshire,1990,"",1112
North Carolina,1970,"",5098
Ohio,1961,"",9854
Ohio,1997,343467.2,11277
Oklahoma,2015,185936.7,3910
Utah,1967,"",1019
Utah,1996,"",2068
Virginia,2018,532892.5,8501
Washington,1984,"",4344
