State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1962,"",246
Connecticut,1974,"",3074
Florida,1991,"",13370
Florida,2012,769309.1,19298
Georgia,1995,"",7328
Idaho,1966,"",689
Idaho,1995,"",1177
Illinois,1979,"",11397
Louisiana,1979,"",4138
Mississippi,1968,"",2219
New York,1979,"",17584
Oregon,1979,"",2588
South Carolina,1973,"",2777
United States,2015,18224800,320635
Wisconsin,1988,"",4822
Wyoming,2014,39436.1,583
