State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,2015,50641.6,737
Connecticut,2012,243801,3595
Iowa,2007,136977,2999
Iowa,2011,147227,3066
Kansas,2012,140477.8,2885
Maine,1972,"",1034
Utah,1976,"",1275
Virginia,1980,"",5368
West Virginia,1997,38839.7,1819
Wisconsin,2006,235708.6,5578
