State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1978,"",3832
California,1986,"",27102
Colorado,1972,"",2405
Connecticut,1967,"",2935
District of Columbia,2012,112736.5,635
Idaho,1998,30983.9,1252
Kentucky,1971,"",3298
Maryland,1964,"",3492
Maryland,1974,"",4119
Mississippi,1981,"",2539
Mississippi,1983,"",2568
Montana,1991,"",810
Montana,2006,32933.3,953
Rhode Island,2000,34516.4,1050
Tennessee,1964,"",3771
Texas,2003,829764.4,22031
Wisconsin,1965,"",4232
