State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arizona,1962,"",1471
Arizona,2012,268288.8,6555
Connecticut,1998,145495.4,3365
Hawaii,1998,37624.4,1215
Michigan,1968,"",8696
Montana,1965,"",706
Ohio,1984,"",10738
Oklahoma,1966,"",2454
Oklahoma,2013,182618.4,3853
Tennessee,1977,"",4423
Tennessee,1994,"",5231
Virginia,1977,"",5193
