State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,1966,"",1899
Georgia,1998,264894.9,7864
Massachusetts,2007,379877.2,6432
New Hampshire,2001,46629.7,1256
New Jersey,1996,"",8150
West Virginia,1974,"",1815
Wyoming,1985,"",500
