State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,2014,194211,4842
California,1964,"",18151
Iowa,1990,"",2781
Iowa,1996,"",2880
Kentucky,2002,122193.1,4090
Michigan,2012,418857.4,9897
Missouri,1995,"",5378
New Jersey,1993,"",7949
New Jersey,2002,388337.7,8553
North Carolina,1965,"",4863
Virginia,1968,"",4558
Washington,1983,"",4300
