State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Colorado,1994,"",3724
Connecticut,2013,246632,3595
Georgia,1961,"",4015
Kansas,1965,"",2206
Maryland,2007,287872.8,5653
Massachusetts,1993,"",6061
New York,1971,"",18358
North Dakota,2005,24417.3,646
Utah,2002,75998.8,2325
Wyoming,2004,23186.7,509
Wyoming,2010,37401.2,564
