State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,2012,57670.1,730
Arizona,2014,284430,6730
Delaware,1986,"",628
Georgia,1977,"",5220
Hawaii,2014,77854.3,1415
Idaho,1965,"",686
Idaho,1974,"",808
Idaho,1992,"",1072
Oklahoma,1981,"",3096
Oregon,1987,"",2701
Vermont,1992,"",573
Washington,1980,"",4155
Wisconsin,2005,225697.9,5546
Wyoming,2012,38431.7,576
