State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1977,"",3780
Delaware,2017,70774.8,957
Florida,1983,"",10750
Idaho,1976,"",857
Louisiana,1975,"",3886
Michigan,1977,"",9171
Mississippi,1996,"",2748
New Hampshire,2000,45225.5,1240
Pennsylvania,2017,744290.1,12788
Utah,1977,"",1320
Utah,2005,94194.9,2458
Vermont,1965,"",404
Washington,1996,"",5570
Wisconsin,1962,"",4049
Wyoming,1991,"",459
