State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Colorado,1988,"",3262
Colorado,1993,"",3614
Colorado,2009,248593.6,4972
Connecticut,1981,"",3129
Hawaii,2018,93797.9,1421
Indiana,1967,"",5053
Kansas,1999,81853,2678
Nebraska,1969,"",1474
Nevada,1975,"",620
Nevada,1986,"",981
New York,2018,1668866.2,19530
South Carolina,1982,"",3208
South Dakota,1998,20184.7,746
Tennessee,1995,"",5327
Virginia,1982,"",5493
West Virginia,1972,"",1798
