State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,2002,73950.4,2706
Connecticut,2010,237653.4,3579
District of Columbia,1964,"",798
Florida,1963,"",5628
Indiana,1977,"",5426
Indiana,2016,338126.1,6634
Kentucky,1991,"",3722
Louisiana,1976,"",3951
Maryland,1973,"",4098
Minnesota,1972,"",3870
New Mexico,1963,"",989
New York,1978,"",17681
Oregon,1981,"",2668
South Carolina,1963,"",2460
Wisconsin,1972,"",4502
