State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,1960,"",1789
District of Columbia,1965,"",797
Indiana,1991,"",5616
Indiana,2007,269053.6,6380
Iowa,2000,93028.6,2929
Kentucky,1963,"",3096
Kentucky,2006,151006.8,4219
Maine,1974,"",1059
Minnesota,2007,258827.2,5207
New Hampshire,1984,"",977
New Jersey,1963,"",6531
Ohio,1990,"",10864
Tennessee,1991,"",4967
United States,1979,"",225055
United States,1998,9062800,275854
United States,2012,16197000,313831
