State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Connecticut,2006,222889.1,3517
Delaware,1974,"",581
District of Columbia,1972,"",742
North Carolina,1975,"",5547
North Dakota,2008,31722.1,658
Oregon,1976,"",2378
Oregon,1991,"",2929
Oregon,1992,"",2992
Tennessee,2001,185774.7,5751
Vermont,1975,"",480
