State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1974,"",3626
Alabama,2015,200402.7,4852
District of Columbia,2007,93970,574
Illinois,1961,"",10130
Illinois,1965,"",10693
Kentucky,1962,"",3079
Kentucky,1980,"",3664
Kentucky,2010,164605.5,4348
Mississippi,1995,"",2723
New York,1969,"",18105
Tennessee,1985,"",4715
Tennessee,2015,322663.6,6591
West Virginia,1999,41831,1812
Wisconsin,2017,321987.7,5790
Wyoming,1994,"",480
