State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,2002,29605.3,642
California,1998,1147841.6,32988
Delaware,1991,"",683
Illinois,2003,529455.4,12556
Illinois,2014,765347.7,12884
Louisiana,1981,"",4283
Nebraska,2003,66415.6,1739
Nevada,1965,"",444
Nevada,1998,65315,1853
North Carolina,1997,233924.3,7657
North Carolina,1998,245907.3,7809
South Dakota,1991,"",704
Virginia,1993,"",6510
Wisconsin,2016,313532.4,5773
