State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Colorado,2013,288305.2,5269
District of Columbia,1969,"",762
Georgia,1965,"",4332
Maine,1965,"",997
Minnesota,1982,"",4131
Nebraska,1960,"",1417
New Hampshire,2004,54126.7,1290
New Hampshire,2006,59411.6,1308
New Jersey,1970,"",7193
New Jersey,2016,582427.5,8871
North Dakota,1982,"",669
Oregon,2017,226618.9,4144
