State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Colorado,1964,"",1970
Connecticut,2015,260072.6,3587
Iowa,2015,178472.6,3121
Nevada,2008,129372.4,2654
New Hampshire,1981,"",937
Oregon,1972,"",2197
Pennsylvania,1980,"",11868
Pennsylvania,1993,"",12120
Rhode Island,1966,"",899
Vermont,1960,"",389
Vermont,1971,"",454
Vermont,2008,25678,624
Virginia,2017,509372.8,8464
Washington,1964,"",2961
