State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,2003,133739.2,4503
Illinois,1962,"",10280
Illinois,1968,"",10995
Iowa,1967,"",2793
Michigan,2007,403735.8,10001
Michigan,2011,401105.4,9882
Minnesota,1978,"",4015
Nebraska,1998,51829.3,1696
New Jersey,1960,"",6103
New York,1964,"",17589
South Carolina,2017,223111.1,5021
