State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1964,"",3395
Idaho,1987,"",985
Kansas,2006,112650.3,2763
Maryland,2014,352046.7,5957
Michigan,1982,"",9115
Minnesota,1967,"",3659
Missouri,2014,284712.5,6056
Montana,1973,"",727
New Hampshire,1993,"",1129
New Jersey,2014,546686.5,8865
North Dakota,1992,"",638
South Carolina,1984,"",3272
Tennessee,2010,255935.8,6355
Utah,1980,"",1473
Utah,1992,"",1837
Wyoming,2008,42540.4,546
