State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1967,"",3458
Alaska,1982,"",450
Colorado,1966,"",2007
Florida,1985,"",11351
Idaho,1980,"",948
Iowa,2001,94770.8,2932
Kentucky,1961,"",3054
Maine,1994,"",1243
Maine,2018,64856,1339
Minnesota,2001,194646.5,4983
Mississippi,1971,"",2265
New Jersey,1988,"",7712
New Mexico,1983,"",1394
North Carolina,2003,309318.2,8423
