State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,2009,168348,4758
Colorado,1999,164226.8,4226
Kansas,1966,"",2200
Kentucky,1996,"",3920
Minnesota,2005,242862.7,5120
North Dakota,1980,"",654
South Dakota,1997,19000,744
Tennessee,1961,"",3622
United States,1985,"",237924
