State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Maine,2003,41838.5,1307
Minnesota,1997,155921.9,4763
Mississippi,1970,"",2220
Mississippi,1975,"",2399
Mississippi,1999,63827.2,2828
Nevada,2000,76627.1,2019
North Carolina,2001,288683.5,8210
Rhode Island,1968,"",922
South Carolina,1983,"",3234
South Dakota,1972,"",677
Texas,1981,"",14746
Vermont,2003,21130.1,618
Wisconsin,1961,"",4009
Wyoming,2000,17205.4,494
