State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Colorado,1973,"",2496
Kansas,2000,85853.2,2694
Maine,2001,38500.8,1286
Missouri,1979,"",4912
Nevada,2012,128043,2744
New Hampshire,1975,"",829
New Mexico,2011,86625,2080
New York,2003,905280.6,19176
Oklahoma,1998,81209.1,3405
Utah,1970,"",1066
Washington,1969,"",3343
Wyoming,1989,"",458
