State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,2007,96948.2,2849
California,1981,"",24286
Hawaii,1966,"",710
Indiana,1974,"",5362
Kentucky,2014,186523,4414
Louisiana,1963,"",3377
Massachusetts,2012,444329.8,6663
Michigan,1983,"",9048
Montana,1997,19307.1,890
New Jersey,1999,336649.9,8360
North Dakota,2015,55012.2,754
Ohio,2000,391137.8,11364
Ohio,2008,495742.6,11515
Texas,1987,"",16622
Wisconsin,2012,274343.9,5720
