State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1999,24732.6,625
Arkansas,1995,"",2535
Colorado,1984,"",3170
Florida,1975,"",8518
Florida,1986,"",11668
Illinois,2018,865310.4,12723
Maryland,2013,341255.3,5923
Minnesota,1983,"",4141
New Hampshire,2010,64151.6,1317
New York,2002,886792.7,19138
North Dakota,1975,"",639
Pennsylvania,1994,"",12166
Rhode Island,1965,"",893
Tennessee,2014,303809,6541
Utah,1991,"",1780
Vermont,1983,"",523
Virginia,2013,455070,8252
