State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,2018,128418.9,3010
Delaware,1975,"",587
District of Columbia,1999,58832.1,570
Georgia,1969,"",4551
Indiana,1980,"",5491
Maine,2008,49973.8,1331
Missouri,1988,"",5082
Missouri,1990,"",5129
Montana,1998,20444.9,892
New Jersey,1975,"",7338
New Jersey,2012,519745.8,8845
New York,1962,"",17301
Oklahoma,2016,178913.2,3926
Texas,1997,610256.5,19740
Washington,2017,524814.6,7423
Wyoming,1995,"",485
