State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1983,"",488
Delaware,1982,"",599
District of Columbia,1987,"",637
District of Columbia,2000,61095.5,572
Idaho,1972,"",763
Indiana,1997,170545.3,5955
Kentucky,1970,"",3231
Montana,1975,"",748
Nebraska,2005,73959,1761
New Hampshire,1994,"",1143
New Jersey,1985,"",7566
New Jersey,2013,533686.7,8857
Oregon,2000,117258.3,3430
Oregon,2008,165189.1,3769
Tennessee,1969,"",3897
United States,1965,"",194303
Virginia,1970,"",4659
