State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Florida,2006,744464.2,18167
Iowa,1985,"",2830
Kansas,1994,"",2581
Massachusetts,2018,569488,6883
Michigan,1970,"",8890
Mississippi,2016,107096.6,2988
New Hampshire,1992,"",1118
New Jersey,1981,"",7407
New Mexico,2017,94267.1,2092
New York,2015,1487754.1,19655
North Dakota,1995,"",648
Virginia,2015,484216.6,8362
Wyoming,1986,"",496
Wyoming,2005,27177.6,514
