State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arizona,1963,"",1521
Colorado,1996,"",3920
Idaho,1999,34138.2,1276
Louisiana,2013,228967.4,4625
Minnesota,1996,"",4713
New Hampshire,1988,"",1083
New Jersey,2000,362006.9,8431
New York,1977,"",17813
Ohio,1972,"",10747
Ohio,1981,"",10788
Ohio,2010,497208.2,11539
Oregon,1988,"",2741
South Carolina,2018,233929.9,5084
South Dakota,2014,46046.5,849
Virginia,1981,"",5444
