State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Georgia,2003,340410.6,8623
Kansas,2010,127744.8,2858
Massachusetts,2010,409762.5,6566
Minnesota,2009,259958.7,5281
Missouri,1966,"",4523
Montana,2018,50326.6,1061
Nebraska,1976,"",1551
Nevada,1983,"",902
Pennsylvania,1990,"",11903
Wisconsin,2013,282384.6,5737
