State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,2013,191481,4830
Delaware,1963,"",483
Hawaii,1997,37654.9,1212
Iowa,1988,"",2768
Nebraska,1987,"",1567
New York,1991,"",18123
North Carolina,2018,563690.5,10382
Tennessee,1981,"",4628
Utah,2018,178137.6,3154
Vermont,2011,28135.1,627
West Virginia,1985,"",1907
