State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1987,"",4015
Arizona,1997,132418,4737
Connecticut,1982,"",3139
Connecticut,1991,"",3303
Idaho,2004,43739,1392
Indiana,1984,"",5458
Iowa,1969,"",2805
Kentucky,2016,195342.2,4438
Maryland,1965,"",3600
New Mexico,1960,"",954
Vermont,2001,19274.1,612
Virginia,1986,"",5812
Wisconsin,1964,"",4165
Wisconsin,1981,"",4726
