State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1995,"",604
Arkansas,1991,"",2383
Connecticut,1999,152338.1,3386
Louisiana,2004,169873.2,4552
Massachusetts,1984,"",5841
Minnesota,1999,174650,4873
Missouri,1993,"",5271
Montana,2013,43141,1014
New Jersey,2018,622002.8,8886
Pennsylvania,2009,577379.8,12667
South Dakota,2012,43444.6,834
