State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Colorado,1962,"",1899
Connecticut,2011,236523.7,3588
Florida,1988,"",12306
Florida,1999,458318.6,15759
Idaho,1968,"",695
Iowa,1972,"",2860
Louisiana,2001,137845.1,4478
Massachusetts,1999,264779.4,6317
Minnesota,1994,"",4610
Minnesota,2008,264688,5247
Nebraska,1970,"",1488
Nebraska,2008,85200.6,1796
Nevada,1976,"",647
Oregon,2018,239782.8,4182
Rhode Island,2013,53209.9,1055
Texas,1964,"",10270
Utah,2000,70291.8,2245
