State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1999,115030.9,4430
California,1978,"",22836
Delaware,2014,66891,932
District of Columbia,1967,"",791
Florida,1974,"",8299
Iowa,2009,136251.2,3033
Maryland,1963,"",3386
Montana,1968,"",700
Oklahoma,1993,"",3252
Utah,2015,149371.6,2982
Vermont,1990,"",565
Virginia,1962,"",4180
Virginia,1987,"",5932
Washington,1989,"",4746
