State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Colorado,2017,350004.4,5612
Florida,1969,"",6641
Massachusetts,2000,289926.5,6361
Missouri,1970,"",4688
Nebraska,2007,83122.8,1783
New Mexico,2001,55986.2,1832
North Dakota,1987,"",661
South Carolina,2007,159362.5,4444
Texas,1970,"",11236
Texas,1994,"",18564
Washington,1973,"",3479
Wisconsin,1982,"",4729
