State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,1962,"",1853
Arkansas,2017,123383.1,3001
California,1969,"",19711
Colorado,1976,"",2632
Connecticut,1961,"",2586
District of Columbia,1986,"",638
Maine,1971,"",1015
Minnesota,1968,"",3703
Mississippi,1986,"",2594
New Jersey,1998,319946.2,8287
North Carolina,1971,"",5204
Oregon,1967,"",1979
South Carolina,1972,"",2719
Tennessee,1966,"",3822
Tennessee,1971,"",4014
United States,2000,10252300,282162
