State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,2005,39774.8,667
Arizona,1969,"",1737
Arizona,1989,"",3622
Arkansas,2016,120374.8,2990
California,2009,1920061.8,36961
Connecticut,1968,"",2964
Kansas,2003,94603.5,2723
Missouri,1962,"",4357
Missouri,2003,204009.5,5709
Nevada,1961,"",315
Oregon,2005,143662.6,3613
Pennsylvania,2018,783167.8,12801
South Carolina,1976,"",2944
