State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1993,"",4214
Arkansas,1984,"",2320
Delaware,2006,55067.4,859
District of Columbia,1994,"",589
Georgia,1996,"",7501
Hawaii,1975,"",886
Indiana,1993,"",5739
Louisiana,2003,154361.6,4521
Maryland,1982,"",4283
Michigan,2008,386053.9,9947
New Mexico,1989,"",1504
Pennsylvania,2000,407652.8,12284
West Virginia,2016,69721.4,1831
