State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
District of Columbia,2015,125211.9,675
Idaho,1977,"",883
Idaho,1978,"",911
Idaho,1981,"",962
Idaho,1988,"",986
Maine,1981,"",1133
Minnesota,2011,283807.3,5346
Nebraska,1980,"",1572
New Hampshire,1991,"",1110
New Jersey,1965,"",6767
New Jersey,1991,"",7815
New York,2014,1427495.2,19651
South Carolina,1960,"",2392
