State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alaska,1987,"",539
Colorado,1968,"",2120
District of Columbia,1995,"",581
Georgia,1967,"",4408
Indiana,2012,297552.7,6538
Kansas,1969,"",2236
Maine,1993,"",1242
Ohio,1980,"",10801
Ohio,1996,"",11243
Rhode Island,1987,"",990
Rhode Island,2002,38132.1,1066
United States,1984,"",235825
Virginia,1978,"",5270
