State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Georgia,2009,407024.5,9621
Kansas,2013,143220.7,2893
Kentucky,1969,"",3198
Louisiana,1994,"",4347
Louisiana,2012,233623.1,4601
Michigan,1978,"",9218
Minnesota,1973,"",3889
Minnesota,2002,202766,5019
Mississippi,1982,"",2557
Nebraska,2018,123977.9,1926
Nevada,1985,"",951
Oregon,2014,188880.2,3963
South Carolina,1962,"",2423
Vermont,1988,"",550
West Virginia,2008,62066.7,1840
Wisconsin,1992,"",5025
Wisconsin,2000,180539,5374
