State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1965,"",3443
Arizona,1992,"",3916
Colorado,1960,"",1769
Georgia,1991,"",6653
Hawaii,2015,82710,1422
Illinois,2008,646366.6,12747
Indiana,1985,"",5459
Indiana,1995,"",5851
Maine,2015,57525.7,1328
Missouri,1961,"",4349
Nebraska,2006,78150,1773
North Dakota,1985,"",677
Pennsylvania,2007,560753.4,12564
Rhode Island,1984,"",962
Tennessee,1974,"",4214
United States,1968,"",200706
Washington,1961,"",2882
