State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,1970,"",1932
Colorado,1985,"",3209
Connecticut,2009,236393.2,3562
Georgia,2005,386785,8926
Michigan,2015,474301.4,9932
Mississippi,2014,104146,2990
Montana,1983,"",814
Montana,2011,40579.3,997
Nebraska,1979,"",1567
Nebraska,2004,70288.8,1749
New Jersey,1982,"",7431
North Dakota,2018,56082.3,758
Vermont,2012,28887.4,626
