State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Alabama,1998,109404.3,4405
Georgia,1963,"",4172
Georgia,1986,"",6085
Kansas,2007,122453.3,2784
Louisiana,1982,"",4353
Mississippi,1962,"",2243
Mississippi,1976,"",2430
New Jersey,2006,464458.9,8662
Oregon,1977,"",2447
Rhode Island,2009,47901.4,1054
South Dakota,2013,44814.9,842
Wisconsin,1984,"",4736
