State,year,Current_dollar_GDP_MillionUSD,Population_in_thousands
Arkansas,1998,62442.5,2626
Arkansas,2011,106085.4,2940
Colorado,1975,"",2586
Delaware,1999,40363.6,775
Delaware,2005,52154.1,845
Indiana,1982,"",5468
Kansas,2002,90949.3,2714
Massachusetts,2006,361266,6410
Massachusetts,2016,519407.6,6824
Michigan,1962,"",7933
Montana,2014,44495.7,1022
New Mexico,1974,"",1131
Tennessee,1962,"",3673
Utah,1972,"",1135
Washington,1978,"",3889
